Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
AMD Opteron 854,CPU,8/1/2005,90.0,92.0,188.4404445518241,106.0,2800,Unknown,AMD,,,
Intel Pentium D 820,CPU,5/26/2005,90.0,130.0,206.0,169.0,2800,Intel,Intel,,,
Intel Xeon 2.8,CPU,6/28/2004,90.0,135.0,135.0,155.0,2800,Intel,Intel,,,
AMD EPYC 7262,CPU,8/7/2019,7.0,155.0,74.0,3800.0,3100,TSMC,AMD,,,
Intel Xeon Platinum 8376H,CPU,4/6/2021,14.0,205.0,188.4404445518241,1929.9222785421193,2600,Intel,Intel,,,
AMD Athlon XP 2600+ DTR,CPU,1/1/2001,130.0,68.0,101.0,63.0,1917,Unknown,AMD,,,
Intel Core i7-10510U,CPU,8/21/2019,14.0,25.0,188.4404445518241,1929.9222785421193,1800,Intel,Intel,,,
Intel Core i3-7100T,CPU,1/3/2017,14.0,35.0,188.4404445518241,1929.9222785421193,3400,Intel,Intel,,,
Intel Core i7-9850H,CPU,4/23/2019,14.0,45.0,149.0,1929.9222785421193,2600,Intel,Intel,,,
AMD Sempron 3000+,CPU,7/15/2005,90.0,62.0,188.4404445518241,69.0,1800,Unknown,AMD,,,
Intel Xeon Gold 6312U,CPU,4/6/2021,10.0,185.0,188.4404445518241,1929.9222785421193,2400,Intel,Intel,,,
AMD Ryzen 9 4900H,CPU,3/16/2020,7.0,54.0,156.0,9800.0,3300,TSMC,AMD,,,
Intel Core 2 Duo E6550,CPU,7/1/2007,65.0,65.0,143.0,291.0,2333,Intel,Intel,,,
AMD Opteron 246,CPU,12/1/2004,90.0,85.0,188.4404445518241,106.0,2000,Unknown,AMD,,,
AMD Athlon 64 X2 5000+ EE,CPU,2/1/2007,90.0,65.0,220.0,154.0,2600,Unknown,AMD,,,
Intel Xeon E3-1275,GPU,4/3/2011,32.0,95.0,216.0,1160.0,100,Intel,Intel,,,
Matrox Parhelia 128 MB,GPU,6/25/2002,150.0,81.35998107852413,174.0,80.0,200,UMC,Other,,,
NVIDIA GeForce MX150 GP107,GPU,2/23/2019,14.0,25.0,132.0,3300.0,1469,Samsung,NVIDIA,18.38,1177.0,36.77
Intel GMA 500,GPU,3/2/2008,130.0,81.35998107852413,188.4404445518241,1929.9222785421193,200,Intel,Intel,,12.8,
ATI Radeon HD 4350 AGP,GPU,9/30/2008,55.0,20.0,73.0,242.0,600,TSMC,ATI,,96.0,
NVIDIA GeForce 7100 GS,GPU,8/8/2006,110.0,81.35998107852413,110.0,75.0,350,TSMC,NVIDIA,,,
ATI Radeon X700 AGP,GPU,9/1/2004,110.0,44.0,156.0,120.0,400,TSMC,ATI,,,
NVIDIA GeForce 6800 XT,GPU,9/30/2005,130.0,81.35998107852413,225.0,222.0,425,TSMC,NVIDIA,,,
ATI Radeon HD 2900 PRO,GPU,12/12/2007,80.0,200.0,420.0,720.0,600,TSMC,ATI,,384.0,
NVIDIA ION,GPU,6/3/2008,65.0,20.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
Intel UHD Graphics 630,GPU,4/30/2020,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,921.6,460.8,115.2
AMD Wii U GPU,GPU,11/18/2012,40.0,33.0,146.0,880.0,550,Renesas,AMD,,176.0,
AMD Radeon RX 6800,GPU,10/28/2020,7.0,250.0,520.0,26800.0,1700,TSMC,AMD,32330.0,16170.0,1010.0
Intel HD Graphics,GPU,4/29/2013,22.0,45.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,,136.0,34.0
NVIDIA GeForce GTX 760 OEM,GPU,6/27/2013,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,,2046.0,85.25
Intel Iris Graphics 540,GPU,9/1/2015,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,,768.0,
NVIDIA GeForce GT 445M,GPU,9/3/2010,40.0,35.0,238.0,1170.0,570,TSMC,NVIDIA,,328.3,27.36
AMD Radeon HD 8400 IGP,GPU,11/23/2013,28.0,25.0,110.0,1178.0,600,TSMC,AMD,,153.6,9.6
ATI Radeon E4690 MXM,GPU,6/1/2009,55.0,30.0,146.0,514.0,600,TSMC,ATI,,384.0,
NVIDIA Tesla V100 SXM2 32 GB,GPU,3/27/2018,12.0,250.0,815.0,21100.0,1290,TSMC,NVIDIA,31330.0,15670.0,7834.0
NVIDIA Tesla C870,GPU,5/2/2007,90.0,171.0,484.0,681.0,600,TSMC,NVIDIA,,345.6,
NVIDIA GeForce GTX 470,GPU,3/26/2010,40.0,215.0,529.0,3100.0,608,TSMC,NVIDIA,,1089.0,136.1
NVIDIA GeForce GT 735M,GPU,4/1/2013,28.0,33.0,87.0,1020.0,575,TSMC,NVIDIA,,441.6,18.4
NVIDIA GeForce Go 6200,GPU,2/1/2006,110.0,16.0,110.0,75.0,300,TSMC,NVIDIA,,,
NVIDIA GRID K140Q,GPU,6/28/2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,,326.4,13.6
AMD Radeon R7 Mobile Graphics,GPU,11/15/2015,28.0,15.0,125.0,1200.0,200,GF,AMD,737.3,737.3,368.6
ATI Xbox 360 GPU 80nm,GPU,10/27/2007,80.0,175.0,181.0,232.0,500,TSMC,ATI,,240.0,
NVIDIA GeForce GTX TITAN Z,GPU,5/28/2014,28.0,375.0,561.0,7080.0,705,TSMC,NVIDIA,,5046.0,1682.0
NVIDIA GeForce4 MX 4000 PCI,GPU,12/14/2003,150.0,81.35998107852413,65.0,29.0,250,TSMC,NVIDIA,,,
NVIDIA Jetson Nano GPU,GPU,NaT,20.0,10.0,118.0,2000.0,640,TSMC,NVIDIA,471.6,235.8,7.368
Intel HD Graphics 3000,GPU,2/1/2011,32.0,81.35998107852413,216.0,1160.0,850,Intel,Intel,,259.2,
AMD Radeon RX 560 XT,GPU,3/13/2019,14.0,150.0,232.0,5700.0,1074,GF,AMD,4394.0,4394.0,274.6
Intel UHD Graphics,GPU,8/21/2019,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,806.4,403.2,100.8
NVIDIA Quadro4 900 XGL,GPU,2/19/2002,150.0,81.35998107852413,142.0,63.0,300,TSMC,NVIDIA,,,
ATI Mobility Radeon 9600 PRO,GPU,6/1/2004,130.0,81.35998107852413,92.0,76.0,333,TSMC,ATI,,,
NVIDIA GeForce GTX 860M OEM,GPU,2/5/2015,28.0,75.0,148.0,1870.0,1020,TSMC,NVIDIA,,1389.0,43.4
AMD Radeon HD 7350 OEM,GPU,1/5/2012,40.0,19.0,59.0,292.0,650,TSMC,AMD,,104.0,
NVIDIA GeForce GTX 970M,GPU,10/7/2014,28.0,81.35998107852413,398.0,5200.0,924,TSMC,NVIDIA,,2657.0,83.04
ATI All-In-Wonder 9500,GPU,7/1/2002,150.0,81.35998107852413,215.0,110.0,277,TSMC,ATI,,,
NVIDIA P102-101,GPU,1/1/2018,16.0,250.0,471.0,11800.0,1557,TSMC,NVIDIA,167.0,10690.0,334.0
AMD Radeon R7 M445,GPU,5/15/2016,28.0,81.35998107852413,125.0,1550.0,780,TSMC,AMD,588.8,588.8,36.8
NVIDIA GRID M3-3020,GPU,5/18/2016,28.0,81.35998107852413,148.0,1870.0,1033,TSMC,NVIDIA,,1672.0,52.24
ATI Radeon X800 GTO,GPU,12/29/2007,130.0,49.0,289.0,160.0,400,TSMC,ATI,,,
NVIDIA GeForce 305M,GPU,1/10/2010,40.0,14.0,57.0,260.0,525,TSMC,NVIDIA,,36.8,
ATI Mobility Radeon HD 3870 X2,GPU,9/1/2008,55.0,110.0,192.0,666.0,660,TSMC,ATI,,422.4,84.48
3dfx Spectre 1000,GPU,NaT,180.0,30.0,131.0,30.0,200,TSMC,Other,,,
Intel HD Graphics 5300,GPU,9/5/2014,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,,307.2,76.8
Matrox QID LP PCIe,GPU,12/17/2004,0.0,81.35998107852413,188.4404445518241,1929.9222785421193,250,UMC,Other,,,
NVIDIA GeForce GTX 660 OEM,GPU,8/22/2012,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,,2046.0,85.25
NVIDIA GeForce GTX 460 SE,GPU,11/15/2010,40.0,150.0,332.0,1950.0,650,TSMC,NVIDIA,,748.8,62.4
AMD Radeon R5 M255,GPU,10/12/2014,28.0,81.35998107852413,125.0,1550.0,925,TSMC,AMD,721.9,721.9,45.12
ATI Radeon X1600 PRO AGP,GPU,10/1/2007,90.0,41.0,150.0,157.0,500,TSMC,ATI,,,
NVIDIA GeForce Go 7900 GS,GPU,4/18/2006,90.0,20.0,196.0,278.0,375,TSMC,NVIDIA,,,
ATI Radeon 7000,GPU,2/19/2001,180.0,23.0,80.0,30.0,183,TSMC,ATI,,,
AMD Radeon HD 7450A,GPU,1/5/2012,40.0,25.0,67.0,370.0,625,TSMC,AMD,,200.0,
NVIDIA GeForce 9800 GT Rebrand,GPU,7/21/2008,65.0,125.0,324.0,754.0,725,TSMC,NVIDIA,,448.0,
NVIDIA GeForce4 MX 4000,GPU,12/14/2003,150.0,81.35998107852413,65.0,29.0,250,TSMC,NVIDIA,,,
NVIDIA GeForce 8800 GTS 320,GPU,2/12/2007,90.0,143.0,484.0,681.0,513,TSMC,NVIDIA,,228.1,
NVIDIA Tegra 2 GPU,GPU,6/3/2010,40.0,20.0,188.4404445518241,1929.9222785421193,300,TSMC,NVIDIA,,,
NVIDIA GeForce GT 540M,GPU,1/5/2011,40.0,35.0,116.0,585.0,672,TSMC,NVIDIA,,258.0,21.5
NVIDIA Tesla V100S PCIe 32 GB,GPU,11/26/2019,12.0,250.0,815.0,21100.0,1245,TSMC,NVIDIA,32710.0,16350.0,8177.0
NVIDIA GeForce MX450 25W,GPU,8/15/2020,12.0,25.0,200.0,4700.0,720,TSMC,NVIDIA,3333.0,1667.0,52.08
NVIDIA GeForce GTX 470 PhysX Edition,GPU,NaT,55.10959752321981,215.0,529.0,3100.0,608,TSMC,NVIDIA,,1089.0,
AMD Radeon Pro Vega II,GPU,6/3/2019,7.0,475.0,331.0,13230.0,1574,TSMC,AMD,28180.0,14090.0,880.6
NVIDIA GeForce 6800,GPU,4/14/2004,110.0,81.35998107852413,287.0,222.0,325,TSMC,NVIDIA,,,
NVIDIA Tesla P40,GPU,9/13/2016,16.0,250.0,471.0,11800.0,1303,TSMC,NVIDIA,183.7,11760.0,367.4
AMD Radeon E8870,GPU,9/29/2015,28.0,75.0,160.0,2080.0,1000,TSMC,AMD,,1536.0,96.0
NVIDIA GeForce MX150,GPU,5/17/2017,14.0,25.0,74.0,1800.0,1469,Samsung,NVIDIA,18.38,1177.0,36.77
ATI All-In-Wonder 9800 PRO,GPU,6/16/2003,150.0,81.35998107852413,215.0,117.0,378,TSMC,ATI,,,
NVIDIA Quadro FX 1400,GPU,8/9/2004,130.0,55.0,225.0,222.0,350,TSMC,NVIDIA,,,
ATI Radeon HD 2950 XTX,GPU,NaT,55.0,110.0,192.0,666.0,777,TSMC,ATI,,497.3,99.46
AMD Radeon Pro 5300,GPU,8/4/2020,7.0,85.0,158.0,6400.0,1000,TSMC,AMD,8448.0,4224.0,264.0
ATI Radeon HD 2600 PRO,GPU,6/28/2007,65.0,35.0,153.0,390.0,600,TSMC,ATI,,144.0,
NVIDIA A10 PCIe,GPU,4/12/2021,8.0,150.0,628.0,28300.0,885,Samsung,NVIDIA,31240.0,31240.0,976.3
ATI Radeon DDR VIVO SE,GPU,8/14/2001,180.0,81.35998107852413,115.0,30.0,187,TSMC,ATI,,,
NVIDIA GeForce GTX 470 X2,GPU,NaT,40.0,215.0,529.0,3100.0,608,TSMC,NVIDIA,,855.4,
NVIDIA Quadro 2000,GPU,12/24/2010,40.0,62.0,238.0,1170.0,625,TSMC,NVIDIA,,480.0,40.0
NVIDIA GRID K560Q,GPU,7/2/2014,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,,2289.0,95.36
3dfx Spectre 2000,GPU,NaT,55.10959752321981,30.0,131.0,30.0,200,TSMC,Other,,,
NVIDIA GeForce GTS 250,GPU,3/4/2009,55.0,150.0,260.0,754.0,675,TSMC,NVIDIA,,414.7,
ATI Radeon X850 XT,GPU,12/1/2004,130.0,69.0,297.0,160.0,520,TSMC,ATI,,,
NVIDIA Quadro 4000M,GPU,2/22/2011,40.0,100.0,332.0,1950.0,475,TSMC,NVIDIA,,638.4,53.2
NVIDIA GRID M60-8Q,GPU,8/30/2015,28.0,225.0,398.0,5200.0,557,TSMC,NVIDIA,,4825.0,150.8
NVIDIA GeForce4 MX 440-8x,GPU,9/25/2002,150.0,81.35998107852413,65.0,29.0,275,TSMC,NVIDIA,,,
NVIDIA Quadro P3200 Mobile,GPU,2/21/2018,16.0,75.0,314.0,7200.0,1328,TSMC,NVIDIA,86.41,5530.0,172.8
NVIDIA GeForce 9700M GTS,GPU,7/29/2008,65.0,60.0,240.0,505.0,530,TSMC,NVIDIA,,127.2,
ATI All-In-Wonder 9200 SE,GPU,1/26/2004,150.0,81.35998107852413,98.0,36.0,250,UMC,ATI,,,
NVIDIA GeForce PCX 4300,GPU,2/19/2004,150.0,81.35998107852413,65.0,29.0,250,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 2600 XT,GPU,5/14/2007,65.0,81.35998107852413,153.0,390.0,680,TSMC,ATI,,163.2,
NVIDIA GeForce GTX 760M,GPU,5/30/2013,28.0,55.0,221.0,2540.0,628,TSMC,NVIDIA,,1009.0,42.05
ATI Mobility Radeon HD 5450,GPU,1/7/2010,40.0,11.0,59.0,292.0,650,TSMC,ATI,,104.0,
NVIDIA GeForce 6600 GT AGP,GPU,11/14/2004,110.0,47.0,154.0,146.0,500,TSMC,NVIDIA,,,
AMD Radeon HD 8790M,GPU,4/1/2013,28.0,81.35998107852413,77.0,950.0,850,TSMC,AMD,,691.2,43.2
NVIDIA GeForce GT 120 OEM,GPU,3/10/2009,55.0,50.0,121.0,314.0,738,TSMC,NVIDIA,,117.5,
AMD Radeon R7 340 OEM,GPU,5/5/2015,28.0,50.0,77.0,950.0,730,TSMC,AMD,,599.0,37.44
ATI Radeon X1950 PRO,GPU,10/1/2006,80.0,66.0,230.0,330.0,575,TSMC,ATI,,,
Intel HD Graphics 620,GPU,8/30/2016,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,768.0,384.0,96.0
AMD Radeon RX 580 OEM,GPU,6/29/2016,14.0,150.0,232.0,5700.0,1120,GF,AMD,5834.0,5834.0,364.6
XGI Volari Duo V5 Ultra,GPU,9/15/2003,130.0,81.35998107852413,188.4404445518241,90.0,350,UMC,Other,,,
AMD Radeon 550X Mobile,GPU,4/11/2018,14.0,50.0,103.0,2200.0,1100,GF,AMD,1647.0,1647.0,103.0
NVIDIA GeForce GT 630M,GPU,3/22/2012,40.0,33.0,116.0,585.0,660,TSMC,NVIDIA,,253.4,21.12
ATI Mobility Radeon 9200,GPU,3/1/2003,150.0,81.35998107852413,81.0,36.0,250,UMC,ATI,,,
ATI FireGL X3-256,GPU,8/3/2004,130.0,57.0,281.0,160.0,491,TSMC,ATI,,,
NVIDIA Quadro FX 1500M,GPU,4/18/2006,90.0,45.0,196.0,278.0,375,TSMC,NVIDIA,,,
NVIDIA GeForce 9200,GPU,4/17/2007,80.0,40.0,127.0,210.0,500,Unknown,NVIDIA,,38.4,
NVIDIA Quadro FX 4600 SDI,GPU,3/5/2007,90.0,154.0,484.0,681.0,500,TSMC,NVIDIA,,230.4,
NVIDIA Quadro T1000 Mobile,GPU,5/27/2019,12.0,50.0,200.0,4700.0,1395,TSMC,NVIDIA,5215.0,2607.0,81.48
NVIDIA Playstation 3 GPU 90nm,GPU,11/11/2006,90.0,80.0,258.0,300.0,550,Sony,NVIDIA,,,
3dfx Voodoo4-2 4800 AGP,GPU,NaT,180.0,15.0,112.0,14.0,166,TSMC,Other,,,
AMD Radeon RX 570,GPU,4/18/2017,14.0,150.0,232.0,5700.0,1168,GF,AMD,5095.0,5095.0,318.5
ATI Radeon 9700 PRO,GPU,7/1/2002,150.0,81.35998107852413,215.0,110.0,325,TSMC,ATI,,,
NVIDIA Tesla K40s,GPU,11/22/2013,28.0,245.0,561.0,7080.0,745,TSMC,NVIDIA,,5046.0,1682.0
NVIDIA GeForce GTX 1050 Ti Mobile,GPU,2/1/2017,16.0,75.0,200.0,4400.0,1493,TSMC,NVIDIA,38.88,2488.0,77.76
AMD Radeon HD 6310 IGP,GPU,11/9/2010,40.0,18.0,75.0,450.0,488,TSMC,AMD,,78.08,
ATI Mobility Radeon HD 4570,GPU,1/9/2009,55.0,81.35998107852413,73.0,242.0,680,TSMC,ATI,,108.8,
NVIDIA Quadro2 MXR Low Profile,GPU,7/25/2000,180.0,81.35998107852413,64.0,20.0,200,TSMC,NVIDIA,,,
AMD Radeon R7 250 OEM,GPU,10/8/2013,28.0,65.0,77.0,950.0,1000,TSMC,AMD,,806.4,50.4
ATI Radeon X1650 AGP,GPU,2/1/2007,90.0,81.35998107852413,150.0,157.0,500,TSMC,ATI,,,
NVIDIA Quadro RTX 4000 Max-Q,GPU,5/27/2019,12.0,80.0,545.0,13600.0,780,TSMC,NVIDIA,14130.0,7066.0,220.8
NVIDIA GeForce4 MX 440-SE,GPU,2/6/2002,150.0,81.35998107852413,65.0,29.0,250,TSMC,NVIDIA,,,
NVIDIA GeForce 9600 GSO,GPU,4/28/2008,65.0,84.0,324.0,754.0,550,TSMC,NVIDIA,,264.0,
NVIDIA GeForce4 Ti 4800,GPU,3/15/2003,150.0,81.35998107852413,101.0,36.0,300,TSMC,NVIDIA,,,
NVIDIA GeForce GTX 560 SE,GPU,2/20/2012,40.0,150.0,332.0,1950.0,736,TSMC,NVIDIA,,847.9,70.66
NVIDIA Quadro FX Go1000,GPU,2/25/2004,130.0,81.35998107852413,133.0,82.0,295,TSMC,NVIDIA,,,
AMD Radeon R7 240,GPU,10/8/2013,28.0,30.0,77.0,950.0,730,TSMC,AMD,,499.2,
Sony Playstation 2 GPU 180nm,GPU,4/18/2001,180.0,79.0,188.0,54.0,147,Sony,Other,,,
NVIDIA GeForce FX 5500,GPU,3/17/2004,150.0,81.35998107852413,91.0,45.0,270,TSMC,NVIDIA,,,
NVIDIA GeForce GT 1030 GK107,GPU,9/30/2018,28.0,65.0,118.0,1270.0,1058,TSMC,NVIDIA,,812.5,33.86
Intel HD Graphics 520,GPU,9/1/2015,14.0,15.0,123.0,1929.9222785421193,300,Intel,Intel,691.2,345.6,86.4
AMD Radeon HD 7510M,GPU,1/7/2012,40.0,11.0,104.0,716.0,450,TSMC,AMD,,360.0,
AMD Radeon R6 Mobile Graphics,GPU,11/7/2015,28.0,15.0,125.0,1200.0,200,GF,AMD,553.0,553.0,276.5
NVIDIA Quadro RTX 3000 Max-Q,GPU,5/27/2019,12.0,60.0,445.0,10800.0,600,TSMC,NVIDIA,9331.0,4666.0,145.8
ATI Mobility Radeon HD 5850,GPU,1/7/2010,40.0,30.0,166.0,1040.0,500,TSMC,ATI,,800.0,
NVIDIA GeForce GTX 1060 6 GB GDDR5X,GPU,10/18/2018,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,68.36,4375.0,136.7
Intel Iris Pro Graphics 5200,GPU,6/3/2013,22.0,45.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,,736.0,184.0
NVIDIA GeForce GTX 950M Mac Edition,GPU,3/13/2015,28.0,75.0,148.0,1870.0,993,TSMC,NVIDIA,,1439.0,44.96
AMD Radeon HD 6990,GPU,3/8/2011,40.0,375.0,389.0,2640.0,830,TSMC,AMD,,2550.0,637.4
NVIDIA GeForce GT 740M,GPU,4/1/2013,28.0,45.0,118.0,1270.0,810,TSMC,NVIDIA,,622.1,25.92
ATI Radeon X300 SE HyperMemory,GPU,10/25/2006,110.0,30.0,74.0,107.0,325,TSMC,ATI,,,
NVIDIA GeForce 6600 VE,GPU,1/1/2005,110.0,81.35998107852413,154.0,146.0,300,TSMC,NVIDIA,,,
AMD Radeon R5 A240,GPU,1/1/2014,28.0,81.35998107852413,56.0,690.0,1030,TSMC,AMD,,659.2,
NVIDIA Quadro 4100,GPU,NaT,28.0,35.0,294.0,3540.0,797,TSMC,NVIDIA,,2142.0,89.26
NVIDIA GeForce 310M,GPU,1/10/2010,40.0,14.0,57.0,260.0,606,TSMC,NVIDIA,,48.96,
NVIDIA Tesla T10 Processor,GPU,4/9/2009,55.0,188.0,470.0,1400.0,610,TSMC,NVIDIA,,622.1,77.76
NVIDIA Quadro M520 Mobile,GPU,1/11/2017,28.0,25.0,188.4404445518241,1929.9222785421193,1041,TSMC,NVIDIA,,799.5,24.98
Intel GMA X3500,GPU,8/1/2007,90.0,13.0,188.4404445518241,1929.9222785421193,667,Intel,Intel,,,
ATI Mobility Radeon HD 3870,GPU,6/4/2008,55.0,55.0,192.0,666.0,660,TSMC,ATI,,422.4,84.48
NVIDIA GeForce4 Ti 4200-8X,GPU,2/6/2002,150.0,81.35998107852413,101.0,36.0,250,TSMC,NVIDIA,,,
NVIDIA GeForce 810M,GPU,3/24/2014,28.0,15.0,116.0,585.0,738,TSMC,NVIDIA,,141.7,11.81
Intel HD Graphics 6000,GPU,9/5/2014,14.0,15.0,133.0,1929.9222785421193,300,Intel,Intel,,729.6,182.4
NVIDIA GeForce RTX 2080 SUPER,GPU,7/23/2019,12.0,250.0,545.0,13600.0,1650,TSMC,NVIDIA,22300.0,11150.0,348.5
ATI Mobility Radeon X1600 Mac Edition,GPU,11/8/2007,90.0,81.35998107852413,150.0,157.0,398,TSMC,ATI,,,
AMD Radeon HD 6630M,GPU,1/4/2011,40.0,26.0,104.0,716.0,500,TSMC,AMD,,480.0,
AMD Radeon R5 330 OEM,GPU,5/5/2015,28.0,50.0,56.0,690.0,830,TSMC,AMD,,547.2,
NVIDIA GeForce 8400 GS,GPU,4/17/2007,80.0,40.0,127.0,210.0,459,TSMC,NVIDIA,,29.38,
AMD Radeon HD 7730M,GPU,4/24/2012,28.0,25.0,123.0,1500.0,575,TSMC,AMD,,691.2,43.2
AMD Radeon HD 7670A,GPU,1/5/2012,40.0,45.0,118.0,716.0,600,TSMC,AMD,,576.0,
AMD Radeon HD 7310 IGP,GPU,6/6/2012,40.0,18.0,75.0,450.0,500,TSMC,AMD,,80.0,
ATI Radeon X1950 PRO DUAL,GPU,1/10/2007,80.0,130.0,230.0,330.0,575,TSMC,ATI,,,
ATI FireGL 8800,GPU,8/14/2001,150.0,81.35998107852413,120.0,60.0,300,TSMC,ATI,,,
AMD FirePro S9100,GPU,10/2/2014,28.0,225.0,438.0,6200.0,824,TSMC,AMD,,4219.0,2109.0
AMD Radeon HD 6650M,GPU,1/4/2011,40.0,81.35998107852413,104.0,716.0,600,TSMC,AMD,,576.0,
AMD Radeon HD 7570M,GPU,1/7/2012,40.0,13.0,104.0,716.0,500,TSMC,AMD,,480.0,
AMD FirePro W4300,GPU,12/1/2015,28.0,50.0,160.0,2080.0,930,TSMC,AMD,,1428.0,89.28
AMD Radeon Vega 10 Mobile,GPU,1/8/2019,14.0,10.0,210.0,4940.0,300,GF,AMD,3331.0,1665.0,104.1
NVIDIA GeForce 820A,GPU,3/17/2014,28.0,15.0,116.0,585.0,775,TSMC,NVIDIA,,297.6,24.8
ATI Radeon X740 XL,GPU,3/7/2005,110.0,81.35998107852413,156.0,120.0,425,TSMC,ATI,,,
NVIDIA GeForce RTX 2060 Max-Q,GPU,1/29/2020,12.0,65.0,445.0,10800.0,975,TSMC,NVIDIA,9101.0,4550.0,142.2
ATI Mobility Radeon X700 XL,GPU,3/1/2005,110.0,81.35998107852413,156.0,120.0,350,TSMC,ATI,,,
ATI Radeon X1800 CrossFire Edition,GPU,12/20/2005,90.0,113.0,288.0,321.0,600,TSMC,ATI,,,
AMD Radeon R7 M380,GPU,5/5/2015,28.0,81.35998107852413,123.0,1500.0,900,TSMC,AMD,,1171.0,73.2
NVIDIA GeForce MX110,GPU,11/17/2017,28.0,30.0,188.4404445518241,1929.9222785421193,978,TSMC,NVIDIA,,772.6,24.14
NVIDIA NVS 510,GPU,10/23/2012,28.0,35.0,118.0,1270.0,797,TSMC,NVIDIA,,306.0,12.75
AMD Radeon HD 7570,GPU,1/5/2012,40.0,60.0,118.0,716.0,650,TSMC,AMD,,624.0,
NVIDIA GeForce 9800M GT,GPU,7/29/2008,65.0,65.0,324.0,754.0,500,TSMC,NVIDIA,,240.0,
NVIDIA GeForce 7000M + nForce 610M,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,350,Unknown,NVIDIA,,,
NVIDIA Quadro FX 4600,GPU,3/5/2007,90.0,134.0,484.0,681.0,500,TSMC,NVIDIA,,230.4,
NVIDIA GeForce 7050 PV + nForce 630a,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,425,Unknown,NVIDIA,,,
AMD Radeon HD 7770 GHz Edition,GPU,2/15/2012,28.0,80.0,123.0,1500.0,1000,TSMC,AMD,,1280.0,80.0
ATI Mobility Radeon 9000 IGP,GPU,5/1/2003,150.0,81.35998107852413,92.0,76.0,300,Unknown,ATI,,,
NVIDIA GeForce 8800M GTX,GPU,11/1/2007,65.0,65.0,324.0,754.0,500,TSMC,NVIDIA,,240.0,
ATI Radeon HD 5570,GPU,2/9/2010,40.0,39.0,104.0,627.0,625,TSMC,ATI,,500.0,
NVIDIA GeForce GT 640M LE,GPU,3/22/2012,28.0,20.0,118.0,1270.0,500,TSMC,NVIDIA,,384.0,16.0
ATI Radeon 9100 PCI,GPU,4/1/2003,150.0,81.35998107852413,120.0,60.0,250,TSMC,ATI,,,
ATI Mobility Radeon HD 2300,GPU,3/1/2007,80.0,81.35998107852413,100.0,107.0,480,TSMC,ATI,,,
ATI Mobility Radeon HD 5430,GPU,1/7/2010,40.0,7.0,59.0,292.0,500,TSMC,ATI,,80.0,
AMD Radeon E6465,GPU,9/29/2015,40.0,25.0,67.0,370.0,600,TSMC,AMD,,192.0,
ATI Radeon Xpress 1270 Mobile IGP,GPU,2/28/2007,80.0,81.35998107852413,73.0,120.0,400,Unknown,ATI,,,
ATI Radeon HD 3870 AGP,GPU,NaT,55.0,106.0,192.0,666.0,777,TSMC,ATI,,497.3,99.46
Sony Playstation Portable GPU 90nm,GPU,12/12/2004,90.0,4.0,188.4404445518241,1929.9222785421193,133,Sony,Other,,,
AMD Radeon R4 Mobile Graphics,GPU,6/1/2016,28.0,15.0,125.0,1200.0,200,GF,AMD,251.5,251.5,15.72
AMD Radeon R5 Graphics,GPU,9/17/2014,28.0,15.0,245.0,2410.0,497,GF,AMD,,254.5,15.9
NVIDIA Quadro M4000,GPU,6/29/2015,28.0,120.0,398.0,5200.0,773,TSMC,NVIDIA,,2573.0,80.39
NVIDIA GeForce GTX 1050 Ti,GPU,10/25/2016,14.0,75.0,132.0,3300.0,1291,Samsung,NVIDIA,33.41,2138.0,66.82
NVIDIA GeForce MX350,GPU,2/10/2020,14.0,20.0,132.0,3300.0,747,Samsung,NVIDIA,18.74,1199.0,37.48
NVIDIA Quadro4 700 Go GL,GPU,6/5/2003,150.0,81.35998107852413,101.0,36.0,199,TSMC,NVIDIA,,,
ATI FireGL V7600,GPU,11/6/2007,80.0,127.0,420.0,720.0,600,TSMC,ATI,,384.0,
Intel Xeon Phi 7120X,GPU,6/17/2013,22.0,300.0,350.0,5000.0,1238,Intel,Intel,,650.5,
NVIDIA Quadro NVS 160M,GPU,8/15/2008,65.0,12.0,86.0,210.0,580,TSMC,NVIDIA,,23.2,
NVIDIA GeForce GTS 150M,GPU,3/3/2009,65.0,45.0,240.0,505.0,400,TSMC,NVIDIA,,128.0,
XGI Volari V8,GPU,9/15/2003,130.0,81.35998107852413,188.4404445518241,110.0,300,UMC,Other,,,
